,Before,After
Energy Close,0.9020947458631061,0.8018374565469903
Finance Close,0.730753794677434,0.8076610632392627
Technology Close,5.013713423580875,3.1118253128520577
Healthcare Close,0.9468606948256165,1.0479006931250798
S&P 500 Close,5.170761773692049,3.4787696861716983
