,Before,After
Energy Close,10.927749581012288,2.3088909285853934
Finance Close,2.282792104430491,1.379055007274797
Technology Close,2.8531568818108988,0.6421942119827728
Healthcare Close,2.907441591832986,0.8957827146980216
S&P 500 Close,14.982511479449656,4.169292646689717
